Genreid,Day
11638,day,1897
8565,day,1898
10697,night,1899
5158,day,1900
12917,day,1901
14411,night,1902
16622,night,1903
12194,day,1904
12975,day,1905
14687,day,1906
10256,day,1907
14928,day,1908
3938,day,1909
5876,day,1910
680,day,1911
9439,night,1912
14321,night,1913
2160,night,1914
10076,night,1915
12828,night,1916
4431,day,1917
16098,night,1918
3226,day,1919
2794,day,1920
13524,night,1921
707,night,1922
1870,day,1923
6398,day,1924
12430,day,1925
2707,night,1926
13830,day,1927
8437,day,1928
6484,day,1929
10131,day,1930
15903,day,1931
16218,day,1932
8414,day,1933
14009,day,1934
9554,day,1935
15171,day,1936
16470,day,1937
2542,night,1938
15210,day,1939
4875,night,1940
7263,day,1941
11913,night,1942
5707,day,1943
3254,day,1944
11765,day,1945
12813,night,1946
562,night,1947
1574,day,1948
1524,day,1949
7032,night,1950
15037,day,1951
15358,day,1952
7945,night,1953
5798,night,1954
14384,day,1955
4388,day,1956
12957,night,1957
271,night,1958
4212,night,1959
12203,day,1960
310,day,1961
9798,night,1962
454,day,1963
11417,night,1964
1454,day,1965
15797,day,1966
1033,day,1967
14144,day,1968
6520,day,1969
1817,day,1970
6298,day,1971
6776,day,1972
136,night,1973
8,day,1974
5907,day,1975
4790,night,1976
3988,night,1977
12841,day,1978
14106,day,1979
16517,day,1980
13547,night,1981
4527,day,1982
16168,day,1983
8833,day,1984
7332,night,1985
7603,night,1986
8276,day,1987
1881,day,1988
4331,night,1989
1648,day,1990
1308,night,1991
1367,day,1992
10258,night,1993
10289,day,1994
10944,day,1995
15202,day,1996
6445,day,1997
11649,night,1998
6013,day,1999
14267,night,2000
8005,night,2001
7992,night,2002
6461,night,2003
8547,day,2004
4499,day,2005
3807,day,2006
11530,night,2007
3306,day,2008
3319,night,2009
11534,night,2010
462,day,2011
5145,day,2012
15939,day,2013
3202,day,2014
15590,night,2015
3335,night,2016
8612,night,2017
6361,day,2018
15487,day,2019
9856,day,2020
15630,night,2021
12646,day,2022
12576,day,2023
3424,day,2024
8394,night,2025
1966,day,2026
531,day,2027
13765,day,2028
15434,night,2029
12414,day,2030
16026,day,2031
4754,day,2032
5477,night,2033
2405,day,2034
1503,night,2035
12895,day,2036
4013,day,2037
5724,night,2038
6130,day,2039
14073,night,2040
10973,day,2041
2034,night,2042
10903,night,2043
3532,day,2044
6597,day,2045
1138,day,2046
14717,day,2047
2668,day,2048
8206,night,2049
5911,day,2050
14201,day,2051
12552,day,2052
16481,day,2053
13920,night,2054
16653,day,2055
263,night,2056
3720,day,2057
2945,day,2058
16173,day,2059
13081,night,2060
10587,night,2061
7602,day,2062
11066,night,2063
367,night,2064
15389,night,2065
7701,night,2066
7319,night,2067
7899,day,2068
13972,day,2069
11331,day,2070
9531,day,2071
5767,day,2072
8550,night,2073
988,day,2074
204,day,2075
8,night,2076
3933,night,2077
6923,day,2078
3153,day,2079
9030,day,2080
13164,night,2081
7898,day,2082
12749,day,2083
4885,day,2084
15826,day,2085
3805,night,2086
7102,night,2087
1222,day,2088
10957,day,2089
6789,day,2090
7459,day,2091
5967,night,2092
13816,night,2093
2367,night,2094
6652,night,2095
4613,day,2096
4836,day,2097
729,night,2098
15160,day,2099
4438,day,2100
9730,day,2101
11118,day,2102
4916,day,2103
11028,day,2104
7661,day,2105
5491,day,2106
6738,day,2107
2895,day,2108
5789,night,2109
14269,day,2110
13506,day,2111
16697,night,2112
10629,day,2113
5345,night,2114
1326,day,2115
6551,day,2116
8396,day,2117
14200,day,2118
14357,day,2119
131,day,2120
8075,night,2121
15468,night,2122
16252,day,2123
6058,night,2124
7771,day,2125
5099,day,2126
1417,day,2127
7236,day,2128
1453,day,2129
10138,day,2130
7160,day,2131
11779,day,2132
14506,night,2133
8825,night,2134
13691,night,2135
1622,day,2136
16061,night,2137
674,day,2138
7027,day,2139
7487,night,2140
16176,day,2141
15033,night,2142
1052,day,2143
3524,day,2144
11953,night,2145
1857,night,2146
10120,night,2147
11371,night,2148
1340,day,2149
15081,night,2150
9702,night,2151
2338,day,2152
7153,night,2153
6740,day,2154
14612,day,2155
1816,day,2156
2744,night,2157
13655,day,2158
757,night,2159
6238,day,2160
1042,day,2161
5381,day,2162
10922,night,2163
2655,night,2164
13014,day,2165
5177,day,2166
15252,day,2167
12477,day,2168
6942,night,2169
13425,night,2170
14627,day,2171
1589,night,2172
15943,day,2173
6984,night,2174
8426,day,2175
15056,day,2176
9151,day,2177
10001,day,2178
9408,night,2179
9758,night,2180
2074,day,2181
7981,day,2182
10223,night,2183
6298,day,2184
5599,day,2185
11765,night,2186
7117,night,2187
12602,night,2188
11604,day,2189
8053,day,2190
4146,day,2191
14653,day,2192
14423,day,2193
4766,day,2194
7909,day,2195
11817,night,2196
1026,day,2197
1009,day,2198
15404,day,2199
5492,night,2200
11832,day,2201
7948,night,2202
16058,day,2203
16337,day,2204
1878,night,2205
9243,day,2206
8163,day,2207
10542,day,2208
2139,day,2209
2347,day,2210
2748,night,2211
7040,night,2212
11355,day,2213
12994,day,2214
4680,night,2215
5080,day,2216
9885,day,2217
3290,day,2218
11494,day,2219
3176,night,2220
9164,night,2221
12704,night,2222
288,night,2223
318,day,2224
2971,night,2225
2729,day,2226
1067,night,2227
14613,day,2228
4924,day,2229
11857,day,2230
9356,day,2231
15812,night,2232
3968,day,2233
8182,day,2234
12233,night,2235
4748,day,2236
10656,night,2237
1166,day,2238
15230,night,2239
8210,day,2240
12761,day,2241
11253,day,2242
14549,night,2243
4431,night,2244
7115,night,2245
6418,night,2246
9893,day,2247
6074,night,2248
14247,day,2249
9826,day,2250
15784,night,2251
4128,night,2252
1405,day,2253
14415,day,2254
9774,night,2255
1878,day,2256
4400,night,2257
4454,day,2258
5312,night,2259
8245,day,2260
10778,day,2261
2552,night,2262
2604,day,2263
1959,night,2264
14675,day,2265
16112,day,2266
14584,day,2267
12600,day,2268
3549,night,2269
15425,day,2270
12870,night,2271
2494,night,2272
8777,night,2273
15087,night,2274
8533,night,2275
4750,night,2276
3555,day,2277
7637,day,2278
7647,night,2279
16704,day,2280
3809,night,2281
791,night,2282
6512,day,2283
10211,day,2284
9573,night,2285
14740,day,2286
8334,night,2287
10653,night,2288
9001,night,2289
14083,day,2290
6556,night,2291
15439,day,2292
13294,day,2293
10781,night,2294
6251,day,2295
2131,day,2296
12591,day,2297
12135,day,2298
11600,night,2299
14237,day,2300
9401,day,2301
8335,day,2302
1061,night,2303
12312,day,2304
9244,day,2305
2475,night,2306
16392,day,2307
494,day,2308
11549,day,2309
12694,day,2310
2665,day,2311
1920,night,2312
8608,day,2313
10570,day,2314
1161,night,2315
1541,day,2316
8767,day,2317
3400,day,2318
2818,day,2319
14052,day,2320
2136,day,2321
13061,night,2322
11430,night,2323
8659,night,2324
13007,day,2325
9324,day,2326
7905,night,2327
7851,night,2328
13618,day,2329
12348,day,2330
1968,day,2331
16288,day,2332
9209,night,2333
12578,day,2334
9631,night,2335
6651,night,2336
7853,night,2337
13115,night,2338
15820,day,2339
12174,night,2340
5666,night,2341
2937,day,2342
2994,night,2343
4279,night,2344
12960,day,2345
8067,night,2346
10820,day,2347
11324,night,2348
3377,night,2349
13723,night,2350
10936,day,2351
1326,day,2352
8802,night,2353
1502,day,2354
4183,day,2355
1652,night,2356
16317,night,2357
2016,night,2358
13438,night,2359
6314,day,2360
9390,night,2361
8186,day,2362
14190,day,2363
15442,day,2364
5633,day,2365
15634,day,2366
8685,night,2367
9784,day,2368
839,night,2369
15322,day,2370
11453,day,2371
12579,night,2372
14296,night,2373
14474,night,2374
16295,day,2375
9517,day,2376
7127,night,2377
12066,day,2378
132,day,2379
8949,day,2380
12416,night,2381
5019,night,2382
14186,day,2383
8483,day,2384
2227,night,2385
12411,day,2386
9376,night,2387
396,day,2388
8566,day,2389
3346,day,2390
14234,day,2391
12927,day,2392
7143,night,2393
771,day,2394
6640,night,2395
9952,night,2396
3215,day,2397
4927,night,2398
10442,day,2399
3175,night,2400
13302,night,2401
5700,day,2402
5770,night,2403
7433,day,2404
15808,night,2405
12312,day,2406
10037,night,2407
13066,night,2408
4231,day,2409
7574,night,2410
10340,day,2411
6154,day,2412
1468,night,2413
16320,day,2414
5223,day,2415
8487,night,2416
232,day,2417
15594,day,2418
10996,night,2419
10905,day,2420
6044,night,2421
9284,day,2422
4565,night,2423
15646,day,2424
871,day,2425
11606,day,2426
13253,day,2427
1255,night,2428
4799,night,2429
9630,day,2430
12847,night,2431
12456,night,2432
624,day,2433
11292,night,2434
11300,day,2435
10192,night,2436
4340,day,2437
14510,day,2438
12516,day,2439
10878,day,2440
4336,night,2441
14149,day,2442
14372,day,2443
10003,day,2444
13172,day,2445
1076,day,2446
14466,night,2447
7937,night,2448
8466,day,2449
13793,night,2450
16140,night,2451
13344,night,2452
12854,night,2453
9350,day,2454
7302,day,2455
4867,day,2456
11299,night,2457
1210,day,2458
2188,night,2459
5633,day,2460
4324,day,2461
13194,night,2462
9824,day,2463
12032,night,2464
857,day,2465
3677,night,2466
1781,day,2467
5172,day,2468
12908,day,2469
15797,night,2470
1329,night,2471
2263,night,2472
3347,night,2473
10505,day,2474
8167,day,2475
4596,night,2476
7399,day,2477
1923,night,2478
2350,night,2479
4696,day,2480
15902,day,2481
13664,night,2482
3153,day,2483
12833,night,2484
5873,day,2485
1232,night,2486
6876,night,2487
7884,night,2488
12509,day,2489
15366,day,2490
11927,day,2491
9766,day,2492
11789,day,2493
13840,day,2494
5108,night,2495
12195,night,2496
16420,night,2497
14908,day,2498
1224,night,2499
1408,day,2500
10340,night,2501
3918,night,2502
3132,night,2503
7063,night,2504
4034,day,2505
7640,day,2506
8528,day,2507
10622,day,2508
4669,day,2509
9163,day,2510
6566,night,2511
16696,night,2512
10849,day,2513
15073,night,2514
11273,night,2515
7107,day,2516
8153,day,2517
12106,day,2518
12205,night,2519
9376,day,2520
11118,night,2521
4842,night,2522
15461,night,2523
6174,night,2524
7903,night,2525
6256,day,2526
4245,day,2527
8357,day,2528
13868,night,2529
2234,day,2530
5158,day,2531
11726,day,2532
333,day,2533
7856,day,2534
7873,night,2535
15902,day,2536
8953,day,2537
7437,night,2538
15663,night,2539
15739,night,2540
896,day,2541
7665,day,2542
7624,day,2543
2526,day,2544
12470,night,2545
8509,night,2546
8183,night,2547
13618,day,2548
12315,night,2549
7956,night,2550
15694,day,2551
13656,day,2552
3753,day,2553
12412,night,2554
7543,day,2555
5529,night,2556
14839,day,2557
2939,day,2558
11797,night,2559
12613,day,2560
3379,night,2561
7028,day,2562
13102,day,2563
2258,night,2564
11952,night,2565
1107,day,2566
9877,day,2567
9921,night,2568
13945,day,2569
3344,day,2570
8274,day,2571
5970,night,2572
13702,night,2573
9905,day,2574
8807,night,2575
878,day,2576
3634,night,2577
48,night,2578
8871,night,2579
7371,night,2580
13159,night,2581
13573,night,2582
119,night,2583
4585,night,2584
148,day,2585
6225,day,2586
10499,day,2587
9434,day,2588
4343,night,2589
7697,day,2590
10398,day,2591
209,night,2592
14394,day,2593
8790,day,2594
6190,day,2595
9593,night,2596
6680,day,2597
5175,day,2598
13679,day,2599
1261,day,2600
13239,day,2601
1369,day,2602
5439,night,2603
1140,night,2604
12606,day,2605
15580,night,2606
2519,night,2607
15273,day,2608
2496,night,2609
9817,night,2610
5482,day,2611
14274,night,2612
9581,day,2613
7236,night,2614
14775,day,2615
1505,night,2616
10136,night,2617
11831,night,2618
9371,day,2619
10196,night,2620
4707,night,2621
568,night,2622
8253,night,2623
8934,night,2624
12956,day,2625
8311,day,2626
14038,day,2627
1313,day,2628
12283,day,2629
9573,day,2630
14960,day,2631
9093,day,2632
9705,night,2633
13936,day,2634
5720,day,2635
10071,night,2636
8972,day,2637
8048,night,2638
5330,day,2639
2666,day,2640
9147,night,2641
10660,day,2642
13587,day,2643
3864,day,2644
10343,day,2645
13232,day,2646
9227,day,2647
16039,night,2648
16572,day,2649
9951,day,2650
9555,day,2651
1525,day,2652
9395,day,2653
4935,night,2654
14142,day,2655
10479,day,2656
9422,night,2657
16300,day,2658
13586,day,2659
3264,day,2660
2954,day,2661
4984,night,2662
4784,day,2663
16319,night,2664
1824,night,2665
7611,night,2666
12956,day,2667
9844,day,2668
8139,day,2669
9802,night,2670
2677,day,2671
12693,night,2672
1785,night,2673
6962,night,2674
5394,night,2675
12174,night,2676
14669,day,2677
3522,day,2678
1069,day,2679
14055,night,2680
6953,night,2681
13769,day,2682
9526,night,2683
16668,night,2684
13166,day,2685
106,day,2686
7868,day,2687
4308,night,2688
