Genreid,Day
16720,Saturday
98,Saturday
4711,Saturday
5494,Saturday
4788,Sunday
12149,Saturday
4910,Saturday
14333,Sunday
11540,Saturday
16466,Sunday
5451,Sunday
12505,Sunday
15601,Sunday
6116,Saturday
12451,Saturday
3719,Saturday
15303,Sunday
13917,Sunday
10044,Saturday
1417,Sunday
5388,Sunday
15243,Sunday
4926,Saturday
965,Sunday
2530,Sunday
11314,Saturday
687,Sunday
4810,Saturday
3358,Sunday
854,Saturday
11860,Sunday
506,Saturday
7138,Sunday
6149,Saturday
2177,Saturday
13920,Saturday
12159,Sunday
15596,Saturday
15147,Saturday
9632,Saturday
4149,Sunday
13566,Sunday
7220,Sunday
1763,Sunday
6020,Saturday
6315,Saturday
9736,Sunday
2031,Saturday
213,Sunday
6747,Sunday
5192,Sunday
12994,Saturday
4840,Saturday
10294,Saturday
13418,Saturday
15045,Sunday
4498,Sunday
13702,Saturday
7478,Sunday
16015,Sunday
13565,Sunday
12587,Saturday
6607,Sunday
317,Saturday
11177,Saturday
7418,Sunday
1255,Sunday
5667,Sunday
14583,Saturday
16446,Saturday
1323,Sunday
5863,Saturday
16316,Sunday
246,Saturday
9755,Sunday
3483,Sunday
5252,Sunday
16731,Sunday
9089,Sunday
12014,Saturday
10200,Saturday
15862,Saturday
6456,Sunday
8203,Sunday
9436,Sunday
6009,Saturday
16503,Sunday
14631,Sunday
526,Sunday
16240,Sunday
6633,Sunday
480,Sunday
9176,Sunday
2914,Sunday
5627,Saturday
8629,Sunday
7514,Sunday
10107,Saturday
5122,Sunday
5092,Saturday
786,Saturday
5960,Saturday
10252,Sunday
13169,Saturday
1472,Sunday
2107,Sunday
12406,Sunday
12005,Saturday
11505,Saturday
14831,Saturday
12848,Saturday
14368,Sunday
11703,Saturday
598,Saturday
9385,Sunday
2041,Sunday
9644,Saturday
322,Saturday
2736,Sunday
8278,Sunday
7021,Sunday
14006,Sunday
9735,Sunday
2221,Sunday
10540,Sunday
3387,Saturday
1227,Saturday
5184,Saturday
5571,Sunday
13166,Sunday
11638,Sunday
8565,Saturday
10697,Sunday
5158,Saturday
12917,Sunday
14411,Saturday
16622,Sunday
12194,Saturday
12975,Sunday
14687,Saturday
10256,Sunday
14928,Saturday
3938,Saturday
5876,Saturday
680,Sunday
9439,Saturday
14321,Saturday
2160,Sunday
10076,Sunday
12828,Sunday
4431,Saturday
16098,Saturday
3226,Sunday
2794,Saturday
13524,Saturday
707,Saturday
1870,Saturday
6398,Sunday
12430,Saturday
2707,Saturday
13830,Saturday
8437,Sunday
6484,Sunday
10131,Sunday
15903,Sunday
16218,Sunday
8414,Sunday
14009,Sunday
9554,Sunday
15171,Saturday
16470,Saturday
2542,Saturday
15210,Saturday
4875,Saturday
7263,Sunday
11913,Sunday
5707,Saturday
3254,Sunday
11765,Saturday
12813,Sunday
562,Sunday
1574,Sunday
1524,Sunday
7032,Sunday
15037,Sunday
15358,Saturday
7945,Saturday
5798,Sunday
14384,Saturday
4388,Saturday
12957,Sunday
271,Sunday
4212,Sunday
12203,Saturday
310,Sunday
9798,Sunday
454,Saturday
11417,Saturday
1454,Saturday
15797,Sunday
1033,Saturday
14144,Sunday
6520,Sunday
1817,Sunday
6298,Saturday
6776,Saturday
136,Sunday
8,Saturday
5907,Sunday
4790,Sunday
3988,Sunday
12841,Sunday
14106,Saturday
16517,Sunday
13547,Saturday
4527,Sunday
16168,Saturday
8833,Saturday
7332,Saturday
7603,Saturday
8276,Sunday
1881,Sunday
4331,Sunday
1648,Saturday
1308,Saturday
1367,Sunday
10258,Saturday
10289,Saturday
10944,Saturday
15202,Sunday
6445,Saturday
11649,Saturday
6013,Sunday
14267,Sunday
8005,Sunday
7992,Sunday
6461,Saturday
8547,Sunday
4499,Saturday
3807,Saturday
11530,Sunday
3306,Saturday
3319,Saturday
11534,Sunday
462,Saturday
5145,Sunday
15939,Saturday
3202,Saturday
15590,Saturday
3335,Saturday
8612,Saturday
6361,Saturday
15487,Sunday
9856,Saturday
15630,Sunday
12646,Sunday
12576,Saturday
3424,Saturday
8394,Saturday
1966,Sunday
531,Saturday
13765,Saturday
15434,Saturday
12414,Saturday
16026,Sunday
4754,Saturday
5477,Saturday
2405,Sunday
1503,Sunday
12895,Sunday
4013,Sunday
5724,Saturday
6130,Saturday
14073,Saturday
10973,Sunday
2034,Sunday
10903,Sunday
3532,Sunday
6597,Sunday
1138,Sunday
14717,Sunday
2668,Sunday
8206,Thursday
5911,Saturday
14201,Monday
12552,Tuesday
16481,Saturday
13920,Thursday
16653,Tuesday
263,Friday
3720,Sunday
2945,Friday
16173,Wednesday
13081,Thursday
10587,Tuesday
7602,Saturday
11066,Tuesday
367,Thursday
15389,Sunday
7701,Monday
7319,Sunday
7899,Friday
13972,Wednesday
11331,Monday
9531,Wednesday
5767,Tuesday
8550,Wednesday
988,Thursday
204,Thursday
8,Saturday
3933,Wednesday
6923,Monday
3153,Tuesday
9030,Monday
13164,Sunday
7898,Saturday
12749,Wednesday
4885,Sunday
15826,Wednesday
3805,Saturday
7102,Thursday
1222,Monday
10957,Saturday
6789,Wednesday
7459,Saturday
5967,Tuesday
13816,Saturday
2367,Wednesday
6652,Thursday
4613,Sunday
4836,Sunday
729,Friday
15160,Tuesday
4438,Saturday
9730,Saturday
11118,Thursday
4916,Tuesday
11028,Monday
7661,Tuesday
5491,Friday
6738,Sunday
2895,Sunday
5789,Tuesday
14269,Thursday
13506,Tuesday
16697,Sunday
10629,Thursday
5345,Wednesday
1326,Monday
6551,Sunday
8396,Thursday
14200,Saturday
14357,Sunday
131,Tuesday
8075,Tuesday
15468,Tuesday
16252,Thursday
6058,Saturday
7771,Sunday
5099,Thursday
1417,Friday
7236,Saturday
1453,Wednesday
10138,Friday
7160,Wednesday
11779,Monday
14506,Friday
8825,Tuesday
13691,Sunday
1622,Friday
16061,Sunday
674,Friday
7027,Friday
7487,Monday
16176,Sunday
15033,Thursday
1052,Saturday
3524,Wednesday
11953,Sunday
1857,Monday
10120,Monday
11371,Friday
1340,Thursday
15081,Wednesday
9702,Sunday
2338,Thursday
7153,Sunday
6740,Saturday
14612,Tuesday
1816,Saturday
2744,Tuesday
13655,Wednesday
757,Thursday
6238,Saturday
1042,Thursday
5381,Thursday
10922,Monday
2655,Monday
13014,Thursday
5177,Wednesday
15252,Tuesday
12477,Wednesday
6942,Monday
13425,Thursday
14627,Monday
1589,Monday
15943,Wednesday
6984,Saturday
8426,Wednesday
15056,Thursday
9151,Thursday
10001,Saturday
9408,Thursday
9758,Thursday
2074,Thursday
7981,Friday
10223,Tuesday
6298,Wednesday
5599,Friday
11765,Sunday
7117,Tuesday
12602,Saturday
11604,Friday
8053,Thursday
4146,Monday
14653,Thursday
14423,Saturday
4766,Tuesday
7909,Tuesday
11817,Wednesday
1026,Monday
1009,Monday
15404,Thursday
5492,Tuesday
11832,Thursday
7948,Monday
16058,Friday
16337,Thursday
1878,Tuesday
9243,Tuesday
8163,Saturday
10542,Thursday
2139,Thursday
2347,Friday
2748,Thursday
7040,Saturday
11355,Monday
12994,Tuesday
4680,Sunday
5080,Friday
9885,Monday
3290,Thursday
11494,Saturday
3176,Saturday
9164,Sunday
12704,Thursday
288,Friday
318,Friday
2971,Friday
2729,Saturday
1067,Monday
14613,Sunday
4924,Thursday
11857,Thursday
9356,Wednesday
15812,Wednesday
3968,Thursday
8182,Saturday
12233,Sunday
4748,Tuesday
10656,Thursday
1166,Wednesday
15230,Saturday
8210,Thursday
12761,Sunday
11253,Wednesday
14549,Saturday
4431,Wednesday
7115,Monday
6418,Monday
9893,Monday
6074,Wednesday
14247,Friday
9826,Sunday
15784,Saturday
4128,Sunday
1405,Monday
14415,Friday
9774,Friday
1878,Friday
4400,Tuesday
4454,Monday
5312,Thursday
8245,Thursday
10778,Wednesday
2552,Monday
2604,Monday
1959,Wednesday
14675,Thursday
16112,Tuesday
14584,Sunday
12600,Tuesday
3549,Sunday
15425,Saturday
12870,Tuesday
2494,Monday
8777,Wednesday
15087,Saturday
8533,Thursday
4750,Sunday
3555,Friday
7637,Wednesday
7647,Saturday
16704,Sunday
3809,Sunday
791,Thursday
6512,Wednesday
10211,Saturday
9573,Wednesday
14740,Wednesday
8334,Wednesday
10653,Tuesday
9001,Monday
14083,Friday
6556,Tuesday
15439,Wednesday
13294,Wednesday
10781,Monday
6251,Thursday
2131,Friday
12591,Wednesday
12135,Tuesday
11600,Saturday
14237,Monday
9401,Tuesday
8335,Sunday
1061,Thursday
12312,Monday
9244,Friday
2475,Saturday
16392,Tuesday
494,Friday
11549,Monday
12694,Friday
2665,Tuesday
1920,Tuesday
8608,Wednesday
10570,Tuesday
1161,Friday
1541,Sunday
8767,Monday
3400,Saturday
2818,Saturday
14052,Friday
2136,Sunday
13061,Friday
11430,Wednesday
8659,Wednesday
13007,Saturday
9324,Tuesday
7905,Tuesday
7851,Thursday
13618,Friday
12348,Sunday
1968,Monday
16288,Saturday
9209,Tuesday
12578,Saturday
9631,Monday
6651,Friday
7853,Thursday
13115,Friday
15820,Wednesday
12174,Thursday
5666,Tuesday
2937,Monday
2994,Monday
4279,Thursday
12960,Sunday
8067,Saturday
10820,Friday
11324,Wednesday
3377,Wednesday
13723,Monday
10936,Monday
1326,Sunday
8802,Wednesday
1502,Tuesday
4183,Monday
1652,Thursday
16317,Sunday
2016,Monday
13438,Saturday
6314,Saturday
9390,Saturday
8186,Monday
14190,Sunday
15442,Wednesday
5633,Monday
15634,Thursday
8685,Tuesday
9784,Saturday
839,Monday
15322,Tuesday
11453,Friday
12579,Monday
14296,Friday
14474,Saturday
16295,Thursday
9517,Monday
7127,Sunday
12066,Tuesday
132,Tuesday
8949,Thursday
12416,Sunday
5019,Friday
14186,Saturday
8483,Wednesday
2227,Thursday
12411,Wednesday
9376,Thursday
396,Friday
8566,Sunday
3346,Monday
14234,Thursday
12927,Saturday
7143,Tuesday
771,Sunday
6640,Saturday
9952,Sunday
3215,Monday
4927,Tuesday
10442,Saturday
3175,Friday
13302,Thursday
5700,Thursday
5770,Tuesday
7433,Monday
15808,Monday
12312,Friday
10037,Tuesday
13066,Sunday
4231,Monday
7574,Tuesday
10340,Tuesday
6154,Wednesday
1468,Wednesday
16320,Monday
5223,Thursday
8487,Friday
232,Wednesday
15594,Tuesday
10996,Thursday
10905,Monday
6044,Wednesday
9284,Saturday
4565,Saturday
15646,Sunday
871,Saturday
11606,Thursday
13253,Tuesday
1255,Sunday
4799,Wednesday
9630,Thursday
12847,Friday
12456,Friday
624,Wednesday
11292,Tuesday
11300,Tuesday
10192,Saturday
4340,Sunday
14510,Monday
12516,Saturday
10878,Saturday
4336,Wednesday
14149,Thursday
14372,Friday
10003,Saturday
13172,Saturday
1076,Thursday
14466,Monday
7937,Thursday
8466,Tuesday
13793,Sunday
16140,Wednesday
13344,Tuesday
12854,Thursday
9350,Tuesday
7302,Monday
4867,Saturday
11299,Thursday
1210,Wednesday
2188,Tuesday
5633,Wednesday
4324,Friday
13194,Wednesday
9824,Saturday
12032,Friday
857,Tuesday
3677,Saturday
1781,Saturday
5172,Tuesday
12908,Friday
15797,Tuesday
1329,Wednesday
2263,Thursday
3347,Saturday
10505,Tuesday
8167,Sunday
4596,Wednesday
7399,Tuesday
1923,Saturday
2350,Thursday
4696,Wednesday
15902,Wednesday
13664,Sunday
3153,Tuesday
12833,Thursday
5873,Tuesday
1232,Tuesday
6876,Thursday
7884,Saturday
12509,Saturday
15366,Sunday
11927,Saturday
9766,Sunday
11789,Wednesday
13840,Friday
5108,Wednesday
12195,Sunday
16420,Friday
14908,Sunday
1224,Saturday
1408,Sunday
10340,Thursday
3918,Monday
3132,Friday
7063,Friday
4034,Wednesday
7640,Friday
8528,Wednesday
10622,Friday
4669,Wednesday
9163,Tuesday
6566,Sunday
16696,Monday
10849,Monday
15073,Friday
11273,Sunday
7107,Saturday
8153,Thursday
12106,Wednesday
12205,Saturday
9376,Saturday
11118,Wednesday
4842,Monday
15461,Friday
6174,Friday
7903,Monday
6256,Thursday
4245,Saturday
8357,Friday
13868,Wednesday
2234,Monday
5158,Friday
11726,Monday
333,Wednesday
7856,Thursday
7873,Thursday
15902,Sunday
8953,Tuesday
7437,Monday
15663,Tuesday
15739,Wednesday
896,Tuesday
7665,Friday
7624,Monday
2526,Saturday
12470,Wednesday
8509,Friday
8183,Wednesday
13618,Monday
12315,Friday
7956,Wednesday
15694,Thursday
13656,Sunday
3753,Friday
12412,Monday
7543,Tuesday
5529,Tuesday
14839,Tuesday
2939,Sunday
11797,Sunday
12613,Monday
3379,Tuesday
7028,Tuesday
13102,Thursday
2258,Tuesday
11952,Wednesday
1107,Wednesday
9877,Sunday
9921,Thursday
13945,Monday
3344,Tuesday
8274,Wednesday
5970,Monday
13702,Thursday
9905,Thursday
8807,Tuesday
878,Thursday
3634,Tuesday
48,Thursday
8871,Tuesday
7371,Saturday
13159,Tuesday
13573,Saturday
119,Thursday
4585,Tuesday
148,Thursday
6225,Saturday
10499,Friday
9434,Friday
4343,Saturday
7697,Wednesday
10398,Tuesday
209,Wednesday
14394,Saturday
8790,Tuesday
6190,Friday
9593,Monday
6680,Thursday
5175,Tuesday
13679,Sunday
1261,Friday
13239,Monday
1369,Wednesday
5439,Sunday
1140,Monday
12606,Saturday
15580,Sunday
2519,Wednesday
15273,Friday
2496,Friday
9817,Friday
5482,Sunday
14274,Friday
9581,Friday
7236,Sunday
14775,Tuesday
1505,Wednesday
10136,Monday
11831,Monday
9371,Monday
10196,Sunday
4707,Saturday
568,Saturday
8253,Wednesday
8934,Friday
12956,Monday
8311,Thursday
14038,Sunday
1313,Thursday
12283,Friday
9573,Sunday
14960,Wednesday
9093,Sunday
9705,Thursday
13936,Tuesday
5720,Friday
10071,Monday
8972,Tuesday
8048,Sunday
5330,Saturday
2666,Saturday
9147,Tuesday
10660,Wednesday
13587,Sunday
3864,Saturday
10343,Friday
13232,Wednesday
9227,Tuesday
16039,Sunday
16572,Thursday
9951,Sunday
9555,Sunday
1525,Tuesday
9395,Monday
4935,Wednesday
14142,Saturday
10479,Wednesday
9422,Friday
16300,Tuesday
13586,Friday
3264,Friday
2954,Thursday
4984,Monday
4784,Wednesday
16319,Monday
1824,Saturday
7611,Friday
12956,Sunday
9844,Saturday
8139,Monday
9802,Monday
2677,Sunday
12693,Thursday
1785,Monday
6962,Thursday
5394,Tuesday
12174,Saturday
14669,Saturday
3522,Thursday
1069,Friday
14055,Sunday
6953,Monday
13769,Thursday
9526,Sunday
16668,Monday
13166,Wednesday
106,Friday
7868,Tuesday
4308,Tuesday
1850,Wednesday
11914,Tuesday
589,Wednesday
13435,Tuesday
665,Friday
14943,Monday
10794,Sunday
5242,Wednesday
2466,Friday
16030,Monday
5516,Wednesday
13580,Sunday
6282,Friday
4187,Thursday
3684,Monday
9420,Thursday
10518,Tuesday
2982,Friday
658,Monday
4143,Wednesday
8560,Saturday
233,Thursday
9919,Sunday
10014,Sunday
11929,Friday
14741,Monday
4904,Tuesday
7753,Friday
13035,Friday
15362,Friday
11917,Sunday
2538,Thursday
13625,Saturday
4651,Sunday
5499,Saturday
1279,Sunday
7211,Saturday
12962,Monday
16178,Tuesday
4220,Tuesday
3109,Tuesday
33,Thursday
9484,Sunday
3649,Monday
15446,Tuesday
4914,Wednesday
11248,Thursday
849,Saturday
11436,Sunday
11912,Sunday
6043,Wednesday
393,Monday
12591,Thursday
6016,Sunday
1559,Sunday
4156,Monday
4628,Sunday
3388,Friday
1383,Monday
737,Tuesday
6615,Friday
11456,Thursday
10210,Tuesday
198,Saturday
2842,Saturday
5473,Monday
10591,Saturday
15247,Monday
10284,Monday
2172,Monday
9292,Saturday
13151,Monday
5234,Monday
12605,Sunday
3371,Monday
13419,Monday
11047,Tuesday
11938,Thursday
5850,Tuesday
9244,Sunday
1604,Saturday
15459,Tuesday
457,Saturday
8505,Monday
4166,Tuesday
5673,Tuesday
16435,Thursday
13683,Monday
7981,Sunday
3810,Friday
7728,Monday
6123,Thursday
6949,Wednesday
7612,Thursday
5802,Sunday
747,Wednesday
14849,Monday
10653,Saturday
5516,Monday
8469,Monday
5522,Wednesday
10390,Thursday
485,Sunday
2597,Sunday
14702,Tuesday
939,Wednesday
2843,Tuesday
3295,Monday
15076,Thursday
13542,Monday
8113,Saturday
7176,Saturday
9284,Thursday
1383,Sunday
725,Saturday
9353,Sunday
5893,Thursday
3371,Sunday
13997,Sunday
11820,Wednesday
2233,Saturday
15312,Tuesday
626,Wednesday
9098,Wednesday
10064,Monday
11601,Tuesday
11176,Monday
9939,Thursday
3172,Thursday
8977,Friday
5186,Thursday
16089,Sunday
3305,Tuesday
140,Wednesday
5399,Friday
3731,Sunday
451,Sunday
967,Wednesday
138,Tuesday
8507,Tuesday
16062,Tuesday
1987,Sunday
1320,Tuesday
16579,Friday
4164,Saturday
14348,Tuesday
12681,Saturday
291,Saturday
2507,Tuesday
6233,Sunday
5627,Monday
4831,Monday
6734,Tuesday
9686,Wednesday
51,Tuesday
13689,Wednesday
15779,Tuesday
7651,Tuesday
1263,Saturday
12419,Tuesday
2534,Monday
11715,Thursday
2555,Thursday
9898,Thursday
16127,Saturday
15925,Thursday
10774,Monday
15236,Friday
8424,Sunday
3253,Friday
12176,Sunday
6419,Saturday
3164,Tuesday
13220,Sunday
9993,Wednesday
3396,Friday
7227,Sunday
721,Tuesday
4691,Thursday
9747,Tuesday
11416,Friday
3203,Monday
10303,Friday
4318,Saturday
11164,Monday
3287,Monday
11522,Friday
9449,Monday
7160,Friday
2239,Wednesday
4122,Thursday
4950,Tuesday
10724,Thursday
9075,Tuesday
5253,Wednesday
7609,Wednesday
5680,Thursday
2626,Monday
14787,Wednesday
8803,Friday
5903,Wednesday
11037,Wednesday
14804,Tuesday
9012,Tuesday
2697,Monday
14747,Monday
9546,Monday
14715,Monday
13506,Wednesday
376,Tuesday
16336,Saturday
2387,Monday
9477,Tuesday
12420,Sunday
2487,Saturday
15425,Monday
4044,Saturday
9688,Friday
15650,Saturday
146,Tuesday
6848,Wednesday
3874,Wednesday
13883,Sunday
15319,Wednesday
16457,Monday
16018,Thursday
8130,Sunday
2043,Sunday
12570,Sunday
3328,Monday
2538,Thursday
8114,Wednesday
6203,Wednesday
377,Wednesday
694,Thursday
4910,Tuesday
12226,Thursday
8726,Monday
11047,Friday
14131,Monday
2682,Wednesday
1302,Thursday
2075,Monday
3914,Tuesday
5361,Sunday
4102,Wednesday
